Customer ID,Recency,Frequency,Monetary,Customer Name,Segment,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
CM-2115,21,3,1907.3700000000001,Chad McGuire,Consumer,4,1,2,7,Potential Loyalists
CM-2160,50,5,2245.92,Charles McCrossin,Consumer,2,1,2,5,Lost
CM-2190,153,4,1451.49,Charlotte Melton,Consumer,1,1,2,4,Lost
CM-2235,52,5,243.03,Chris McAfee,Consumer,2,1,1,4,Lost
CM-2385,575,4,580.614,Christopher Martinez,Consumer,1,1,1,3,Lost
CM-2445,349,4,1741.578,Chuck Magee,Consumer,1,1,2,4,Lost
CM-2655,51,12,1389.834,Corinna Mitchell,Home Office,2,3,2,7,At Risk
CM-2715,118,7,2838.264,Craig Molinari,Corporate,2,2,2,6,Lost
CP-12085,70,23,14183.8819,Cathy Prescott,Corporate,2,4,4,10,At Risk
CP-12340,9,30,20109.46928,Christine Phan,Corporate,5,5,5,15,Champions
CP-2085,143,10,5585.7,Cathy Prescott,Corporate,1,3,3,7,At Risk
CP-2340,464,4,5044.65,Christine Phan,Corporate,1,1,3,5,Cant Lose Them
CR-12580,23,20,8700.3125,Clay Rozendal,Home Office,4,3,3,10,Loyal Customers
CR-12625,44,28,17271.20568,Corey Roper,Home Office,3,5,5,13,Loyal Customers
CR-12730,23,24,19487.963760000002,Craig Reiter,Consumer,4,4,5,13,Champions
CR-12820,61,24,14470.55056,Cyra Reiten,Home Office,2,4,5,11,At Risk
CR-2580,35,5,3057.2639999999997,Clay Rozendal,Home Office,3,1,2,6,Potential Loyalists
CR-2625,140,9,5079.897,Corey Roper,Home Office,1,3,3,7,At Risk
CR-2730,6,11,1359.576,Craig Reiter,Consumer,5,3,1,9,Others
CR-2820,56,8,1188.012,Cyra Reiten,Home Office,2,2,1,5,Lost
CS-11845,16,26,20471.0526,Cari Sayre,Corporate,4,4,5,13,Champions
CS-11860,78,21,10555.92482,Cari Schnelling,Consumer,2,3,4,9,At Risk
CS-11950,26,31,14222.97134,Carlos Soltero,Consumer,4,5,5,14,Champions
CS-12130,12,22,10981.231,Chad Sievert,Consumer,5,4,4,13,Champions
CS-12175,61,29,16706.0963,Charles Sheldon,Corporate,2,5,5,12,At Risk
CS-12250,27,30,12496.1053,Chris Selesnick,Corporate,4,5,4,13,Champions
CS-12355,7,31,9240.896999999999,Christine Sundaresam,Consumer,5,5,3,13,Loyal Customers
CS-12400,2,23,10221.36436,Christopher Schild,Home Office,5,4,4,13,Champions
CS-12460,7,23,20084.21728,Chuck Sachs,Consumer,5,4,5,14,Champions
CS-12490,3,30,11110.4965,Cindy Schnelling,Corporate,5,5,4,14,Champions
CS-12505,28,16,11535.2464,Cindy Stewart,Consumer,3,3,4,10,Loyal Customers
CS-1845,25,8,1593.3120000000001,Cari Sayre,Corporate,4,2,2,8,Potential Loyalists
CS-1860,51,9,1618.674,Cari Schnelling,Consumer,2,3,2,7,At Risk
CS-1950,136,5,714.072,Carlos Soltero,Consumer,1,1,1,3,Lost
CS-2130,306,4,1367.268,Chad Sievert,Consumer,1,1,1,3,Lost
CS-2175,58,5,3340.098,Charles Sheldon,Corporate,2,1,3,6,Cant Lose Them
CS-2250,3,4,1917.624,Chris Selesnick,Corporate,5,1,2,8,Potential Loyalists
CS-2355,56,9,1307.16,Christine Sundaresam,Consumer,2,3,1,6,At Risk
CS-2400,12,5,2293.17,Christopher Schild,Home Office,5,1,2,8,Potential Loyalists
CS-2460,203,8,2671.227,Chuck Sachs,Consumer,1,2,2,5,Lost
CS-2490,170,3,1664.13,Cindy Schnelling,Corporate,1,1,2,4,Lost
CS-2505,51,7,1894.5,Cindy Stewart,Consumer,2,2,2,6,Lost
CT-11995,29,27,13715.79704,Carol Triggs,Consumer,3,4,4,11,Loyal Customers
CT-1995,784,2,422.778,Carol Triggs,Consumer,1,1,1,3,Lost
CV-12295,40,20,9042.26818,Christina VanderZanden,Consumer,3,3,3,9,Loyal Customers
CV-12805,5,20,9764.1306,Cynthia Voltz,Corporate,5,3,3,11,Loyal Customers
CV-2295,86,9,1283.241,Christina VanderZanden,Consumer,2,3,1,6,At Risk
CV-2805,258,7,5088.852,Cynthia Voltz,Corporate,1,2,3,6,Cant Lose Them
CW-11905,9,25,12917.6316,Carl Weiss,Home Office,5,4,4,13,Champions
CW-1905,385,4,1436.31,Carl Weiss,Home Office,1,1,2,4,Lost
CY-12745,61,31,13928.4683,Craig Yedwab,Corporate,2,5,4,11,At Risk
CY-2745,493,4,293.034,Craig Yedwab,Corporate,1,1,1,3,Lost
Co-12640,5,25,12279.23076,Corey-Lock,Consumer,5,4,4,13,Champions
Co-2640,363,5,767.637,Corey-Lock,Consumer,1,1,1,3,Lost
DA-13450,14,25,13035.368260000001,Dianna Arnett,Home Office,4,4,4,12,Champions
DA-3450,15,4,2212.05,Dianna Arnett,Home Office,4,1,2,7,Potential Loyalists
DB-12910,3,27,12338.2837,Daniel Byrd,Home Office,5,4,4,13,Champions
DB-12970,218,11,9166.2092,Darren Budd,Corporate,1,3,3,7,At Risk
DB-13060,17,26,23476.91166,Dave Brooks,Consumer,4,4,5,13,Champions
DB-13120,6,16,5602.59462,David Bremer,Corporate,5,3,3,11,Loyal Customers
DB-13210,8,27,13743.5959,Dean Braden,Consumer,5,4,4,13,Champions
DB-13270,10,25,11690.3695,Deborah Brumfield,Home Office,5,4,4,13,Champions
DB-13360,48,28,6919.81436,Dennis Bolton,Home Office,3,5,3,11,Loyal Customers
DB-13405,29,26,16083.95666,Denny Blanton,Consumer,3,4,5,12,Loyal Customers
DB-13555,37,22,9415.2204,Dorothy Badders,Corporate,3,4,3,10,Loyal Customers
DB-13615,28,28,10031.4568,Doug Bickford,Consumer,3,5,4,12,Loyal Customers
DB-13660,13,20,11397.064840000001,Duane Benoit,Consumer,4,3,4,11,Loyal Customers
DB-2910,55,8,3051.18,Daniel Byrd,Home Office,2,2,2,6,Lost
DB-2970,58,4,513.03,Darren Budd,Corporate,2,1,1,4,Lost
DB-3060,9,8,2070.258,Dave Brooks,Consumer,5,2,2,9,Potential Loyalists
DB-3120,359,4,671.232,David Bremer,Corporate,1,1,1,3,Lost
DB-3210,583,7,387.021,Dean Braden,Consumer,1,2,1,4,Lost
DB-3270,49,2,886.23,Deborah Brumfield,Home Office,3,1,1,5,Potential Loyalists
DB-3360,435,2,3691.53,Dennis Bolton,Home Office,1,1,3,5,Cant Lose Them
DB-3405,558,2,548.682,Denny Blanton,Consumer,1,1,1,3,Lost
DB-3555,6,3,971.1120000000001,Dorothy Badders,Corporate,5,1,1,7,Potential Loyalists
DB-3615,108,4,2824.152,Doug Bickford,Consumer,2,1,2,5,Lost
DB-3660,238,3,2207.712,Duane Benoit,Consumer,1,1,2,4,Lost
DC-12850,38,29,9307.3655,Dan Campbell,Consumer,3,5,3,11,Loyal Customers
DC-13285,19,23,16164.6499,Debra Catini,Consumer,4,4,5,13,Champions
DC-2850,35,9,4131.144,Dan Campbell,Consumer,3,3,3,9,Loyal Customers
DC-3285,393,4,800.004,Debra Catini,Consumer,1,1,1,3,Lost
DD-13570,42,24,8741.4648,Dorothy Dickinson,Consumer,3,4,3,10,Loyal Customers
DD-3570,64,8,2331.4139999999998,Dorothy Dickinson,Consumer,2,2,2,6,Lost
DE-13255,20,22,10085.789999999999,Deanra Eno,Home Office,4,4,4,12,Champions
DE-3255,49,8,2714.49,Deanra Eno,Home Office,3,2,2,7,Potential Loyalists
DF-13135,10,18,10240.3839,David Flashing,Consumer,5,3,4,12,Loyal Customers
DF-3135,44,4,1301.652,David Flashing,Consumer,3,1,1,5,Potential Loyalists
DG-13300,31,28,13731.428,Deirdre Greer,Corporate,3,5,4,12,Loyal Customers
DG-3300,15,6,2982.312,Deirdre Greer,Corporate,4,2,2,8,Potential Loyalists
DH-13075,76,25,14128.6781,Dave Hallsten,Corporate,2,4,4,10,At Risk
DH-13675,22,17,7817.3085,Duane Huffman,Home Office,4,3,3,10,Loyal Customers
DH-3075,160,10,2063.682,Dave Hallsten,Corporate,1,3,2,6,At Risk
DH-3675,21,12,4661.844,Duane Huffman,Home Office,4,3,3,10,Loyal Customers
DJ-13420,23,28,22142.43114,Denny Joy,Corporate,4,5,5,14,Champions
DJ-13510,7,31,15420.2879,Don Jones,Corporate,5,5,5,15,Champions
DJ-13630,13,27,12560.130000000001,Doug Jacobs,Consumer,4,4,4,12,Champions
DJ-3420,2,4,419.64,Denny Joy,Corporate,5,1,1,7,Potential Loyalists
DJ-3510,7,7,5976.6900000000005,Don Jones,Corporate,5,2,3,10,Potential Loyalists
DJ-3630,35,6,1293.9479999999999,Doug Jacobs,Consumer,3,2,1,6,Potential Loyalists
DK-12835,22,32,17590.5547,Damala Kotsonis,Corporate,4,5,5,14,Champions
DK-12895,46,22,18340.62916,Dana Kaydos,Consumer,3,4,5,12,Loyal Customers
DK-12985,2,35,14823.9685,Darren Koutras,Consumer,5,5,5,15,Champions
DK-13090,9,36,19178.6392,Dave Kipp,Consumer,5,5,5,15,Champions
DK-13150,11,22,15983.711,David Kendrick,Corporate,5,4,5,14,Champions
DK-13225,2,29,9246.4686,Dean Katz,Corporate,5,5,3,13,Loyal Customers
DK-13375,5,26,16258.534,Dennis Kane,Consumer,5,4,5,14,Champions
DK-2835,22,11,3373.143,Damala Kotsonis,Corporate,4,3,3,10,Loyal Customers
DK-2895,147,6,1292.13,Dana Kaydos,Consumer,1,2,1,4,Lost
DK-2985,1207,1,81.432,Darren Koutras,Consumer,1,1,1,3,Lost
DK-3090,69,3,273.76800000000003,Dave Kipp,Consumer,2,1,1,4,Lost
DK-3150,58,14,1577.874,David Kendrick,Corporate,2,3,2,7,At Risk
DK-3225,66,8,1407.984,Dean Katz,Corporate,2,2,2,6,Lost
DK-3375,118,10,3846.78,Dennis Kane,Consumer,2,3,3,8,At Risk
DL-12865,58,34,11185.7181,Dan Lawera,Consumer,2,5,4,11,At Risk
DL-12925,58,21,11364.6808,Daniel Lacy,Consumer,2,3,4,9,At Risk
DL-13315,19,27,18505.6005,Delfina Latchford,Consumer,4,4,5,13,Champions
DL-13330,13,34,16781.631,Denise Leinenbach,Consumer,4,5,5,14,Champions
DL-13495,23,27,15872.184000000001,Dionis Lloyd,Corporate,4,4,5,13,Champions
DL-2865,203,7,1502.964,Dan Lawera,Consumer,1,2,2,5,Lost
DL-2925,38,7,831.996,Daniel Lacy,Consumer,3,2,1,6,Potential Loyalists
DL-3315,48,6,1746.87,Delfina Latchford,Consumer,3,2,2,7,Potential Loyalists
DL-3330,706,3,1159.3500000000001,Denise Leinenbach,Consumer,1,1,1,3,Lost
DL-3495,283,5,773.604,Dionis Lloyd,Corporate,1,1,1,3,Lost
DM-12955,41,32,19862.57592,Dario Medina,Corporate,3,5,5,13,Loyal Customers
DM-13015,6,30,15626.5318,Darrin Martin,Consumer,5,5,5,15,Champions
DM-13345,3,27,17054.8905,Denise Monton,Corporate,5,4,5,14,Champions
DM-13525,36,19,9640.38168,Don Miller,Corporate,3,3,3,9,Loyal Customers
DM-2955,13,9,2437.407,Dario Medina,Corporate,4,3,2,9,Others
DM-3015,3,6,2105.79,Darrin Martin,Consumer,5,2,2,9,Potential Loyalists
DM-3345,146,6,4998.42,Denise Monton,Corporate,1,2,3,6,Cant Lose Them
DM-3525,322,6,2191.266,Don Miller,Corporate,1,2,2,5,Lost
DN-13690,20,24,13098.338,Duane Noonan,Consumer,4,4,4,12,Champions
DN-3690,13,5,1815.954,Duane Noonan,Consumer,4,1,2,7,Potential Loyalists
DO-13435,65,32,15280.8855,Denny Ordway,Consumer,2,5,5,12,At Risk
DO-13645,27,25,12083.48092,Doug O'Connell,Consumer,4,4,4,12,Champions
DO-3435,37,10,3515.73,Denny Ordway,Consumer,3,3,3,9,Loyal Customers
DO-3645,42,5,1689.252,Doug O'Connell,Consumer,3,1,2,6,Potential Loyalists
DP-13000,62,31,13882.7624,Darren Powers,Consumer,2,5,4,11,At Risk
DP-13105,7,25,18930.032199999998,Dave Poirier,Corporate,5,4,5,14,Champions
DP-13165,8,25,22211.28212,David Philippe,Consumer,5,4,5,14,Champions
DP-13390,1,27,10282.7912,Dennis Pardue,Home Office,5,4,4,13,Champions
DP-3000,15,10,2093.61,Darren Powers,Consumer,4,3,2,9,Others
DP-3105,65,6,6970.715999999999,Dave Poirier,Corporate,2,2,3,7,Cant Lose Them
DP-3165,8,6,1517.952,David Philippe,Consumer,5,2,2,9,Potential Loyalists
DP-3390,13,6,1376.1299999999999,Dennis Pardue,Home Office,4,2,2,8,Potential Loyalists
DR-12880,4,32,14415.3383,Dan Reichenbach,Corporate,5,5,5,15,Champions
DR-12940,28,33,25641.46492,Daniel Raglin,Home Office,3,5,5,13,Loyal Customers
DR-2880,5,8,2291.463,Dan Reichenbach,Corporate,5,2,2,9,Potential Loyalists
DR-2940,40,8,2288.4,Daniel Raglin,Home Office,3,2,2,7,Potential Loyalists
DS-13030,94,26,11644.2965,Darrin Sayre,Home Office,2,4,4,10,At Risk
DS-13180,15,31,13447.412,David Smith,Corporate,4,5,4,13,Champions
DS-3030,49,6,1636.512,Darrin Sayre,Home Office,3,2,2,7,Potential Loyalists
DS-3180,72,2,185.136,David Smith,Corporate,2,1,1,4,Lost
DV-13045,20,24,18106.01292,Darrin Van Huff,Corporate,4,4,5,13,Champions
DV-13465,30,20,12910.87688,Dianna Vittorini,Consumer,3,3,4,10,Loyal Customers
DV-3045,34,13,4640.319,Darrin Van Huff,Corporate,3,3,3,9,Loyal Customers
DV-3465,14,5,4037.82,Dianna Vittorini,Consumer,4,1,3,8,Potential Loyalists
DW-13195,7,26,9689.3171,David Wiener,Corporate,5,4,3,12,Loyal Customers
DW-13480,66,23,16336.8556,Dianna Wilson,Home Office,2,4,5,11,At Risk
DW-13540,13,20,13166.414999999999,Don Weiss,Consumer,4,3,4,11,Loyal Customers
DW-13585,6,37,12143.0436,Dorothy Wardle,Corporate,5,5,4,14,Champions
DW-3195,1064,4,1241.2259999999999,David Wiener,Corporate,1,1,1,3,Lost
DW-3480,56,12,7118.106000000001,Dianna Wilson,Home Office,2,3,3,8,At Risk
DW-3540,55,4,1216.587,Don Weiss,Consumer,2,1,1,4,Lost
DW-3585,29,4,461.87399999999997,Dorothy Wardle,Corporate,3,1,1,5,Potential Loyalists
Dl-13600,6,20,11912.7634,Dorris liebe,Corporate,5,3,4,12,Loyal Customers
Dl-3600,112,10,2809.056,Dorris liebe,Corporate,2,3,2,7,At Risk
Dp-13240,19,28,22225.61032,Dean percer,Home Office,4,5,5,14,Champions
Dp-3240,26,7,609.3,Dean percer,Home Office,4,2,1,7,Potential Loyalists
EA-14035,94,31,11387.06772,Erin Ashbrook,Corporate,2,5,4,11,At Risk
EA-4035,166,3,131.808,Erin Ashbrook,Corporate,1,1,1,3,Lost
EB-13705,49,30,12382.284099999999,Ed Braxton,Corporate,3,5,4,12,Loyal Customers
EB-13750,33,20,8489.991,Edward Becker,Corporate,3,3,3,9,Loyal Customers
EB-13840,3,25,20188.15894,Ellis Ballard,Corporate,5,4,5,14,Champions
EB-13870,16,19,6850.983700000001,Emily Burns,Consumer,4,3,3,10,Loyal Customers
EB-13930,20,18,9533.9519,Eric Barreto,Consumer,4,3,3,10,Loyal Customers
EB-13975,1,32,13405.6013,Erica Bern,Corporate,5,5,4,14,Champions
EB-14110,36,24,13665.4673,Eugene Barchas,Consumer,3,4,4,11,Loyal Customers
EB-14170,20,23,6736.4391,Evan Bailliet,Consumer,4,4,3,11,Loyal Customers
EB-3705,399,3,3141.63,Ed Braxton,Corporate,1,1,2,4,Lost
EB-3750,185,6,939.153,Edward Becker,Corporate,1,2,1,4,Lost
EB-3840,44,6,1797.738,Ellis Ballard,Corporate,3,2,2,7,Potential Loyalists
EB-3870,498,5,184.872,Emily Burns,Consumer,1,1,1,3,Lost
EB-3930,8,9,2433.516,Eric Barreto,Consumer,5,3,2,10,Others
EB-3975,36,9,2713.62,Erica Bern,Corporate,3,3,2,8,Others
EB-4110,21,10,2417.757,Eugene Barchas,Consumer,4,3,2,9,Others
EB-4170,55,6,1267.6200000000001,Evan Bailliet,Consumer,2,2,1,5,Lost
EC-14050,54,19,4430.2361,Erin Creighton,Consumer,2,3,3,8,At Risk
EC-4050,163,7,2301.315,Erin Creighton,Consumer,1,2,2,5,Lost
ED-13885,16,31,18018.879,Emily Ducich,Home Office,4,5,5,14,Champions
ED-3885,57,8,525.474,Emily Ducich,Home Office,2,2,1,5,Lost
EG-13900,23,21,16562.35068,Emily Grady,Consumer,4,3,5,12,Loyal Customers
EG-3900,52,11,6549.951,Emily Grady,Consumer,2,3,3,8,At Risk
EH-13765,3,29,20259.916,Edward Hooks,Corporate,5,5,5,15,Champions
EH-13945,58,27,7832.68602,Eric Hoffmann,Consumer,2,4,3,9,At Risk
EH-13990,45,26,8807.0846,Erica Hackney,Consumer,3,4,3,10,Loyal Customers
EH-14005,3,28,10374.9381,Erica Hernandez,Home Office,5,5,4,14,Champions
EH-14125,103,31,17408.31362,Eugene Hildebrand,Home Office,2,5,5,12,At Risk
EH-14185,68,29,12800.51382,Evan Henry,Consumer,2,5,4,11,At Risk
EH-3765,129,9,1010.382,Edward Hooks,Corporate,1,3,1,5,At Risk
EH-3945,112,9,2518.74,Eric Hoffmann,Consumer,2,3,2,7,At Risk
EH-3990,34,6,672.489,Erica Hackney,Consumer,3,2,1,6,Potential Loyalists
EH-4005,197,7,2629.674,Erica Hernandez,Home Office,1,2,2,5,Lost
EH-4125,23,13,5012.22,Eugene Hildebrand,Home Office,4,3,3,10,Loyal Customers
EH-4185,122,8,3577.77,Evan Henry,Consumer,2,2,3,7,Cant Lose Them
EJ-13720,50,22,8969.44,Ed Jacobs,Consumer,2,4,3,9,At Risk
EJ-14155,28,23,12324.8446,Eva Jacobs,Consumer,3,4,4,11,Loyal Customers
EJ-3720,157,8,1727.964,Ed Jacobs,Consumer,1,2,2,5,Lost
EJ-4155,23,5,2631.99,Eva Jacobs,Consumer,4,1,2,7,Potential Loyalists
EK-13795,45,17,5597.3462,Eileen Kiefer,Home Office,3,3,3,9,Loyal Customers
EK-3795,213,6,1531.083,Eileen Kiefer,Home Office,1,2,2,5,Lost
EL-13735,54,23,10515.862000000001,Ed Ludwig,Home Office,2,4,4,10,At Risk
EL-3735,27,11,3691.392,Ed Ludwig,Home Office,4,3,3,10,Loyal Customers
EM-13810,79,23,13549.72804,Eleni McCrary,Corporate,2,4,4,10,At Risk
EM-13825,56,26,14128.078160000001,Elizabeth Moffitt,Corporate,2,4,4,10,At Risk
EM-13960,3,37,25228.52948,Eric Murdock,Consumer,5,5,5,15,Champions
EM-14065,17,17,12108.30958,Erin Mull,Consumer,4,3,4,11,Loyal Customers
EM-14095,9,17,10889.6997,Eudokia Martin,Corporate,5,3,4,12,Loyal Customers
EM-14140,25,30,21507.29126,Eugene Moren,Home Office,4,5,5,14,Champions
EM-14200,42,23,17087.77766,Evan Minnotte,Home Office,3,4,5,12,Loyal Customers
EM-3810,59,6,1032.879,Eleni McCrary,Corporate,2,2,1,5,Lost
EM-3825,483,6,378.258,Elizabeth Moffitt,Corporate,1,2,1,4,Lost
EM-3960,195,8,2855.874,Eric Murdock,Consumer,1,2,2,5,Lost
EM-4065,53,9,3213.246,Erin Mull,Consumer,2,3,3,8,At Risk
EM-4095,132,9,2833.56,Eudokia Martin,Corporate,1,3,2,6,At Risk
EM-4140,94,6,1900.791,Eugene Moren,Home Office,2,2,2,6,Lost
EM-4200,152,4,2585.898,Evan Minnotte,Home Office,1,1,2,4,Lost
EN-13780,15,20,6333.9164,Edward Nazzal,Consumer,4,3,3,10,Loyal Customers
EN-3780,206,8,734.856,Edward Nazzal,Consumer,1,2,1,4,Lost
EP-13915,13,33,16283.35774,Emily Phan,Consumer,4,5,5,14,Champions
EP-3915,76,3,487.95000000000005,Emily Phan,Consumer,2,1,1,4,Lost
ER-13855,70,19,13396.0,Elpida Rittenbach,Corporate,2,3,4,9,At Risk
ER-3855,54,7,3736.296,Elpida Rittenbach,Corporate,2,2,3,7,Cant Lose Them
ES-14020,1,32,12827.272939999999,Erica Smith,Consumer,5,5,4,14,Champions
ES-14080,29,24,16236.0058,Erin Smith,Corporate,3,4,5,12,Loyal Customers
ES-4020,29,7,1892.778,Erica Smith,Consumer,3,2,2,7,Potential Loyalists
ES-4080,146,9,1925.544,Erin Smith,Corporate,1,3,2,6,At Risk
FA-14230,23,29,13535.0628,Frank Atkinson,Corporate,4,5,4,13,Champions
FA-4230,185,6,814.572,Frank Atkinson,Corporate,1,2,1,4,Lost
FC-14245,43,23,10867.8088,Frank Carlisle,Home Office,3,4,4,11,Loyal Customers
FC-14335,108,23,8770.73964,Fred Chung,Corporate,2,4,3,9,At Risk
FC-4245,492,6,1540.6380000000001,Frank Carlisle,Home Office,1,2,2,5,Lost
FC-4335,111,4,550.95,Fred Chung,Corporate,2,1,1,4,Lost
FG-14260,35,18,9396.5055,Frank Gastineau,Home Office,3,3,3,9,Loyal Customers
FG-4260,111,9,308.211,Frank Gastineau,Home Office,2,3,1,6,At Risk
FH-14275,5,23,13569.566,Frank Hawley,Corporate,5,4,4,13,Champions
FH-14350,2,20,10654.52882,Fred Harton,Consumer,5,3,4,12,Loyal Customers
FH-14365,2,30,27649.32652,Fred Hopkins,Corporate,5,5,5,15,Champions
FH-4275,135,5,113.064,Frank Hawley,Corporate,1,1,1,3,Lost
FH-4350,15,3,110.481,Fred Harton,Consumer,4,1,1,6,Potential Loyalists
FH-4365,167,9,2751.348,Fred Hopkins,Corporate,1,3,2,6,At Risk
FM-14215,8,31,14353.3978,Filia McAdams,Corporate,5,5,5,15,Champions
FM-14290,37,30,14382.319220000001,Frank Merwin,Home Office,3,5,5,13,Loyal Customers
FM-14380,146,21,6598.3976999999995,Fred McMath,Consumer,1,3,3,7,At Risk
FM-4215,97,6,2935.614,Filia McAdams,Corporate,2,2,2,6,Lost
FM-4290,3,8,2002.71,Frank Merwin,Home Office,5,2,2,9,Potential Loyalists
FM-4380,2,6,843.54,Fred McMath,Consumer,5,2,1,8,Potential Loyalists
FO-14305,23,37,15614.2155,Frank Olsen,Consumer,4,5,5,14,Champions
FO-4305,52,10,2158.446,Frank Olsen,Consumer,2,3,2,7,At Risk
FP-14320,24,29,9939.0502,Frank Preis,Consumer,4,5,4,13,Champions
FP-4320,28,5,816.582,Frank Preis,Consumer,3,1,1,5,Potential Loyalists
FW-14395,64,26,16972.7481,Fred Wasserman,Corporate,2,4,5,11,At Risk
FW-4395,1,8,1220.811,Fred Wasserman,Corporate,5,2,1,8,Potential Loyalists
GA-14515,23,24,12488.67232,George Ashbrook,Consumer,4,4,4,12,Champions
GA-14725,3,24,8817.5455,Guy Armstrong,Consumer,5,4,3,12,Loyal Customers
GA-4515,36,7,1318.389,George Ashbrook,Consumer,3,2,1,6,Potential Loyalists
GA-4725,71,4,1460.796,Guy Armstrong,Consumer,2,1,2,5,Lost
GB-14530,34,25,11657.753,George Bell,Corporate,3,4,4,11,Loyal Customers
GB-14575,14,24,10748.99238,Giulietta Baptist,Consumer,4,4,4,12,Champions
GB-4530,114,5,525.9,George Bell,Corporate,2,1,1,4,Lost
GB-4575,210,6,1821.912,Giulietta Baptist,Consumer,1,2,2,5,Lost
GD-14590,6,29,18005.0006,Giulietta Dortch,Corporate,5,5,5,15,Champions
GD-4590,353,4,700.692,Giulietta Dortch,Corporate,1,1,1,3,Lost
GG-14650,34,28,12902.96276,Greg Guthrie,Corporate,3,5,4,12,Loyal Customers
GG-4650,104,5,1000.422,Greg Guthrie,Corporate,2,1,1,4,Lost
GH-14410,21,36,13659.59598,Gary Hansen,Home Office,4,5,4,13,Champions
GH-14425,19,31,20039.763,Gary Hwang,Consumer,4,5,5,14,Champions
GH-14485,52,21,14692.6742,Gene Hale,Corporate,2,3,5,10,At Risk
GH-14665,3,29,12921.45162,Greg Hansen,Consumer,5,5,4,14,Champions
GH-4410,298,9,1610.22,Gary Hansen,Home Office,1,3,2,6,At Risk
GH-4425,22,10,4585.83,Gary Hwang,Consumer,4,3,3,10,Loyal Customers
GH-4485,86,4,794.622,Gene Hale,Corporate,2,1,1,4,Lost
GH-4665,2,9,1077.069,Greg Hansen,Consumer,5,3,1,9,Others
GK-14620,13,24,19215.7699,Grace Kelly,Corporate,4,4,5,13,Champions
GK-4620,101,4,764.601,Grace Kelly,Corporate,2,1,1,4,Lost
GM-14440,20,26,15782.46188,Gary McGarr,Consumer,4,4,5,13,Champions
GM-14455,17,17,10523.649,Gary Mitchum,Home Office,4,3,4,11,Loyal Customers
GM-14500,107,23,6704.18562,Gene McClure,Consumer,2,4,3,9,At Risk
GM-14680,2,31,12010.60944,Greg Matthias,Consumer,5,5,4,14,Champions
GM-14695,48,19,14564.942000000001,Greg Maxwell,Corporate,3,3,5,11,Loyal Customers
GM-4440,2,8,735.216,Gary McGarr,Consumer,5,2,1,8,Potential Loyalists
GM-4455,209,4,488.43,Gary Mitchum,Home Office,1,1,1,3,Lost
GM-4500,105,5,4298.37,Gene McClure,Consumer,2,1,3,6,Cant Lose Them
GM-4680,73,6,1590.402,Greg Matthias,Consumer,2,2,2,6,Lost
GM-4695,223,7,791.502,Greg Maxwell,Corporate,1,2,1,4,Lost
GP-14740,2,25,10793.729,Guy Phonely,Corporate,5,4,4,13,Champions
GP-4740,152,8,4610.103,Guy Phonely,Corporate,1,2,3,6,Cant Lose Them
GR-14560,50,24,8895.05754,Georgia Rosenberg,Corporate,2,4,3,9,At Risk
GR-4560,154,6,4955.5289999999995,Georgia Rosenberg,Corporate,1,2,3,6,Cant Lose Them
GT-14635,57,20,19080.34784,Grant Thornton,Corporate,2,3,5,10,At Risk
GT-14710,9,30,34471.89028,Greg Tran,Consumer,5,5,5,15,Champions
GT-14755,35,23,5601.70652,Guy Thornton,Consumer,3,4,3,10,Loyal Customers
GT-4635,10,7,1145.01,Grant Thornton,Corporate,5,2,1,8,Potential Loyalists
GT-4710,56,4,1079.0639999999999,Greg Tran,Consumer,2,1,1,4,Lost
GT-4755,1,8,3457.578,Guy Thornton,Consumer,5,2,3,10,Potential Loyalists
GW-14605,19,25,16239.4915,Giulietta Weimer,Consumer,4,4,5,13,Champions
GW-4605,15,8,1830.789,Giulietta Weimer,Consumer,4,2,2,8,Potential Loyalists
GZ-14470,8,35,20869.699,Gary Zandusky,Consumer,5,5,5,15,Champions
GZ-14545,77,24,11593.7308,George Zrebassa,Corporate,2,4,4,10,At Risk
GZ-4470,148,8,3835.626,Gary Zandusky,Consumer,1,2,3,6,Cant Lose Them
GZ-4545,31,6,3698.388,George Zrebassa,Corporate,3,2,3,8,Potential Loyalists
HA-14905,70,24,15826.81444,Helen Abelman,Consumer,2,4,5,11,At Risk
HA-14920,21,25,9740.3981,Helen Andreada,Consumer,4,4,3,11,Loyal Customers
HA-4905,14,4,1106.604,Helen Abelman,Consumer,4,1,1,6,Potential Loyalists
HA-4920,91,6,670.674,Helen Andreada,Consumer,2,2,1,5,Lost
HD-14785,43,29,16749.140199999998,Harold Dahlen,Home Office,3,5,5,13,Loyal Customers
HD-4785,107,7,3325.6079999999997,Harold Dahlen,Home Office,2,2,3,7,Cant Lose Them
HE-14800,7,27,9902.49522,Harold Engle,Corporate,5,4,4,13,Champions
HE-4800,37,8,1091.3220000000001,Harold Engle,Corporate,3,2,1,6,Potential Loyalists
HF-14995,15,28,9712.8699,Herbert Flentye,Consumer,4,5,3,12,Loyal Customers
HF-4995,391,8,2099.973,Herbert Flentye,Consumer,1,2,2,5,Lost
HG-14845,13,30,21228.55452,Harry Greene,Consumer,4,5,5,14,Champions
HG-14965,24,34,16810.6866,Henry Goldwyn,Corporate,4,5,5,14,Champions
HG-15025,7,29,14737.8066,Hunter Glantz,Consumer,5,5,5,15,Champions
